date,store_id,dept_id,units_sold,unit_price,is_promo,is_holiday,temperature_c,revenue
2021-09-30,1,4,173,19.02,1,0,7.1,3290.46
2021-10-01,1,4,120,23.43,0,0,4.2,2811.6
2021-10-02,1,4,160,22.6,0,0,3.0,3616.0
2021-10-03,1,4,201,19.38,1,0,5.4,3895.38
2021-10-04,1,4,130,22.41,0,0,7.6,2913.3
2021-10-05,1,4,96,23.09,0,0,6.1,2216.64
2021-10-06,1,4,107,22.79,0,0,8.9,2438.53
2021-10-07,1,4,104,22.48,0,0,0.7,2337.92
2021-10-08,1,4,125,21.76,0,0,3.1,2720.0
2021-10-09,1,4,140,21.42,0,0,2.3,2998.8
2021-10-10,1,4,138,23.52,0,0,5.8,3245.76
2021-10-11,1,4,108,22.99,0,0,3.4,2482.92
2021-10-12,1,4,107,23.14,0,0,3.8,2475.98
2021-10-13,1,4,113,21.65,0,0,4.5,2446.45
2021-10-14,1,4,123,23.26,0,0,6.7,2860.98
2021-10-15,1,4,139,22.22,0,0,2.1,3088.58
2021-10-16,1,4,155,23.39,0,0,2.4,3625.45
2021-10-17,1,4,184,19.8,1,0,2.9,3643.2
2021-10-18,1,4,187,19.44,1,0,3.6,3635.28
2021-10-19,1,4,184,18.7,1,0,3.6,3440.8
2021-10-20,1,4,120,21.48,0,0,6.9,2577.6
2021-10-21,1,4,104,23.26,0,0,0.7,2419.04
2021-10-22,1,4,116,22.28,0,0,5.5,2584.48
2021-10-23,1,4,228,19.75,1,0,5.9,4503.0
2021-10-24,1,4,156,21.86,0,0,5.2,3410.16
2021-10-25,1,4,202,19.2,1,0,2.2,3878.4
2021-10-26,1,4,128,22.69,0,0,5.0,2904.32
2021-10-27,1,4,113,23.21,0,0,1.9,2622.73
2021-10-28,1,4,218,19.03,1,0,3.3,4148.54
2021-10-29,1,4,125,22.14,0,0,6.3,2767.5
2021-10-30,1,4,159,22.14,0,0,3.0,3520.26
2021-10-31,1,4,168,21.72,0,0,4.5,3648.96
2021-11-01,1,4,199,23.06,0,0,3.7,4588.94
2021-11-02,1,4,192,23.58,0,0,0.8,4527.36
2021-11-03,1,4,206,23.31,0,0,0.1,4801.86
2021-11-04,1,4,181,22.69,0,0,2.6,4106.89
2021-11-05,1,4,193,23.04,0,0,4.5,4446.72
2021-11-06,1,4,268,23.27,0,0,7.3,6236.36
2021-11-07,1,4,218,23.33,0,0,4.0,5085.94
2021-11-08,1,4,207,22.2,0,0,3.7,4595.4
2021-11-09,1,4,210,21.67,0,0,4.8,4550.7
2021-11-10,1,4,224,21.65,0,0,3.8,4849.6
2021-11-11,1,4,231,21.8,0,0,3.9,5035.8
2021-11-12,1,4,196,22.41,0,0,3.8,4392.36
2021-11-13,1,4,238,23.19,0,0,1.8,5519.22
2021-11-14,1,4,253,23.36,0,0,2.8,5910.08
2021-11-15,1,4,228,23.45,0,0,3.1,5346.6
2021-11-16,1,4,190,23.01,0,0,3.6,4371.9
2021-11-17,1,4,212,22.74,0,0,3.8,4820.88
2021-11-18,1,4,191,21.9,0,0,6.6,4182.9
2021-11-19,1,4,372,18.95,1,0,2.8,7049.4
2021-11-20,1,4,239,21.64,0,0,4.2,5171.96
2021-11-21,1,4,267,21.63,0,0,2.9,5775.21
2021-11-22,1,4,230,23.33,0,0,1.4,5365.9
2021-11-23,1,4,226,23.35,0,0,7.5,5277.1
2021-11-24,1,4,234,23.4,0,0,6.1,5475.6
2021-11-25,1,4,288,22.64,0,1,6.1,6520.32
2021-11-26,1,4,315,23.28,0,1,5.6,7333.2
2021-11-27,1,4,400,19.9,1,0,3.2,7960.0
2021-11-28,1,4,288,22.82,0,0,0.9,6572.16
2021-11-29,1,4,217,21.62,0,0,-0.4,4691.54
2021-11-30,1,4,228,23.13,0,0,6.3,5273.64
2021-12-01,1,4,222,23.15,0,0,3.9,5139.3
2021-12-02,1,4,244,22.85,0,0,7.8,5575.4
2021-12-03,1,4,227,23.57,0,0,8.2,5350.39
2021-12-04,1,4,259,21.91,0,0,4.9,5674.69
2021-12-05,1,4,230,21.47,0,0,3.0,4938.1
2021-12-06,1,4,203,21.95,0,0,6.4,4455.85
2021-12-07,1,4,206,22.24,0,0,1.8,4581.44
2021-12-08,1,4,214,22.61,0,0,4.5,4838.54
2021-12-09,1,4,204,22.36,0,0,5.9,4561.44
2021-12-10,1,4,233,23.22,0,0,2.8,5410.26
2021-12-11,1,4,302,21.83,0,0,4.2,6592.66
2021-12-12,1,4,275,21.55,0,0,7.0,5926.25
2021-12-13,1,4,221,22.69,0,0,4.0,5014.49
2021-12-14,1,4,233,22.34,0,0,8.5,5205.22
2021-12-15,1,4,251,22.43,0,0,5.2,5629.93
2021-12-16,1,4,393,18.8,1,0,8.6,7388.4
2021-12-17,1,4,395,18.61,1,0,9.9,7350.95
2021-12-18,1,4,306,22.21,0,0,6.8,6796.26
2021-12-19,1,4,282,22.24,0,0,7.2,6271.68
2021-12-20,1,4,218,22.88,0,0,4.3,4987.84
2021-12-21,1,4,249,22.93,0,0,7.2,5709.57
2021-12-22,1,4,255,23.43,0,0,8.1,5974.65
2021-12-23,1,4,335,19.08,1,0,9.1,6391.8
2021-12-24,1,4,376,23.62,0,1,10.1,8881.12
2021-12-25,1,4,699,18.54,1,1,11.0,12959.46
2021-12-26,1,4,291,22.1,0,0,7.1,6431.1
2021-12-27,1,4,221,21.63,0,0,8.1,4780.23
2021-12-28,1,4,224,22.25,0,0,11.3,4984.0
2021-12-29,1,4,240,23.35,0,0,6.9,5604.0
2021-12-30,1,4,250,21.95,0,0,13.5,5487.5
2021-12-31,1,4,252,22.43,0,0,8.5,5652.36
2022-01-01,1,4,337,22.54,0,1,10.9,7595.98
2022-01-02,1,4,239,22.54,0,0,9.9,5387.06
2022-01-03,1,4,197,23.09,0,0,9.7,4548.73
2022-01-04,1,4,180,23.41,0,0,9.9,4213.8
2022-01-05,1,4,176,23.47,0,0,11.6,4130.72
2022-01-06,1,4,176,22.06,0,0,6.4,3882.56
2022-01-07,1,4,165,23.58,0,0,11.0,3890.7
2022-01-08,1,4,220,22.08,0,0,12.0,4857.6
2022-01-09,1,4,235,21.76,0,0,12.4,5113.6
2022-01-10,1,4,340,18.58,1,0,11.4,6317.2
2022-01-11,1,4,196,22.51,0,0,11.4,4411.96
2022-01-12,1,4,188,22.24,0,0,14.2,4181.12
2022-01-13,1,4,239,19.64,1,0,13.4,4693.96
2022-01-14,1,4,211,23.4,0,0,9.9,4937.4
2022-01-15,1,4,278,23.62,0,0,10.5,6566.36
2022-01-16,1,4,249,23.25,0,0,14.1,5789.25
2022-01-17,1,4,202,21.77,0,0,11.4,4397.54
2022-01-18,1,4,177,21.62,0,0,15.9,3826.74
2022-01-19,1,4,205,21.84,0,0,16.7,4477.2
2022-01-20,1,4,172,23.62,0,0,13.9,4062.64
2022-01-21,1,4,230,21.92,0,0,11.5,5041.6
2022-01-22,1,4,238,22.85,0,0,12.9,5438.3
2022-01-23,1,4,236,22.24,0,0,10.3,5248.64
2022-01-24,1,4,193,23.07,0,0,14.7,4452.51
2022-01-25,1,4,185,23.05,0,0,11.7,4264.25
2022-01-26,1,4,196,23.5,0,0,12.2,4606.0
2022-01-27,1,4,198,22.72,0,0,14.1,4498.56
2022-01-28,1,4,189,21.42,0,0,13.4,4048.38
2022-01-29,1,4,260,22.81,0,0,13.1,5930.6
2022-01-30,1,4,235,21.89,0,0,13.4,5144.15
2022-01-31,1,4,204,22.58,0,0,11.9,4606.32
2022-02-01,1,4,220,22.45,0,0,14.7,4939.0
2022-02-02,1,4,200,23.43,0,0,12.6,4686.0
2022-02-03,1,4,322,18.79,1,0,15.2,6050.38
2022-02-04,1,4,238,22.49,0,0,14.6,5352.62
2022-02-05,1,4,292,23.44,0,0,17.4,6844.48
2022-02-06,1,4,258,22.09,0,0,16.4,5699.22
2022-02-07,1,4,365,19.62,1,0,18.6,7161.3
2022-02-08,1,4,226,22.21,0,0,20.6,5019.46
2022-02-09,1,4,224,23.44,0,0,18.0,5250.56
2022-02-10,1,4,321,18.61,1,0,20.6,5973.81
2022-02-11,1,4,248,21.99,0,0,19.5,5453.52
2022-02-12,1,4,309,23.5,0,0,14.9,7261.5
2022-02-13,1,4,289,22.02,0,0,19.2,6363.78
2022-02-14,1,4,319,22.96,0,1,17.3,7324.24
2022-02-15,1,4,189,21.8,0,0,14.3,4120.2
2022-02-16,1,4,246,23.03,0,0,19.9,5665.38
2022-02-17,1,4,252,21.73,0,0,20.4,5475.96
2022-02-18,1,4,198,21.44,0,0,19.7,4245.12
2022-02-19,1,4,271,21.45,0,0,19.4,5812.95
2022-02-20,1,4,283,23.04,0,0,19.8,6520.32
2022-02-21,1,4,220,22.91,0,0,21.5,5040.2
2022-02-22,1,4,210,22.27,0,0,17.8,4676.7
2022-02-23,1,4,213,22.8,0,0,21.4,4856.4
2022-02-24,1,4,250,22.01,0,0,19.2,5502.5
2022-02-25,1,4,228,22.49,0,0,22.2,5127.72
2022-02-26,1,4,324,22.9,0,0,20.3,7419.6
2022-02-27,1,4,255,23.17,0,0,18.8,5908.35
2022-02-28,1,4,249,22.93,0,0,22.6,5709.57
2022-03-01,1,4,245,23.26,0,0,19.4,5698.7
2022-03-02,1,4,251,21.7,0,0,19.7,5446.7
2022-03-03,1,4,238,22.89,0,0,21.1,5447.82
2022-03-04,1,4,227,22.13,0,0,22.6,5023.51
2022-03-05,1,4,482,18.61,1,0,18.4,8970.02
2022-03-06,1,4,315,23.28,0,0,24.2,7333.2
2022-03-07,1,4,260,23.44,0,0,18.9,6094.4
2022-03-08,1,4,427,18.77,1,0,23.0,8014.79
2022-03-09,1,4,235,22.21,0,0,23.6,5219.35
2022-03-10,1,4,214,22.35,0,0,20.7,4782.9
2022-03-11,1,4,246,23.51,0,0,23.9,5783.46
2022-03-12,1,4,398,19.36,1,0,25.7,7705.28
2022-03-13,1,4,284,22.02,0,0,21.4,6253.68
2022-03-14,1,4,218,23.11,0,0,24.8,5037.98
2022-03-15,1,4,231,21.7,0,0,23.0,5012.7
2022-03-16,1,4,254,23.21,0,0,23.7,5895.34
2022-03-17,1,4,252,23.54,0,0,21.9,5932.08
2022-03-18,1,4,246,21.65,0,0,24.2,5325.9
2022-03-19,1,4,440,18.91,1,0,23.9,8320.4
2022-03-20,1,4,289,23.22,0,0,20.5,6710.58
2022-03-21,1,4,280,23.1,0,0,22.2,6468.0
2022-03-22,1,4,241,22.77,0,0,24.0,5487.57
2022-03-23,1,4,238,23.37,0,0,22.1,5562.06
2022-03-24,1,4,480,19.93,1,0,20.0,9566.4
2022-03-25,1,4,268,23.27,0,0,27.3,6236.36
2022-03-26,1,4,271,21.42,0,0,24.8,5804.82
2022-03-27,1,4,309,23.11,0,0,25.0,7140.99
2022-03-28,1,4,255,21.52,0,0,22.9,5487.6
2022-03-29,1,4,211,21.9,0,0,21.3,4620.9
2022-03-30,1,4,413,18.4,1,0,26.1,7599.2
2022-03-31,1,4,239,22.62,0,0,25.2,5406.18
2022-04-01,1,4,290,22.86,0,0,24.7,6629.4
2022-04-02,1,4,389,19.48,1,0,25.0,7577.72
2022-04-03,1,4,284,21.48,0,0,23.9,6100.32
2022-04-04,1,4,276,22.59,0,0,22.8,6234.84
2022-04-05,1,4,237,22.33,0,0,26.1,5292.21
2022-04-06,1,4,390,20.03,1,0,28.2,7811.7
2022-04-07,1,4,247,23.42,0,0,27.2,5784.74
2022-04-08,1,4,203,21.5,0,0,27.8,4364.5
2022-04-09,1,4,285,22.85,0,0,26.6,6512.25
2022-04-10,1,4,306,23.12,0,0,26.6,7074.72
2022-04-11,1,4,266,22.39,0,0,25.9,5955.74
2022-04-12,1,4,317,18.21,1,0,27.3,5772.57
2022-04-13,1,4,242,23.18,0,0,29.2,5609.56
2022-04-14,1,4,219,23.12,0,0,30.2,5063.28
2022-04-15,1,4,254,22.78,0,0,21.8,5786.12
2022-04-16,1,4,316,23.16,0,0,25.3,7318.56
2022-04-17,1,4,293,22.86,0,0,25.7,6697.98
2022-04-18,1,4,263,23.62,0,0,23.2,6212.06
2022-04-19,1,4,237,21.56,0,0,26.5,5109.72
2022-04-20,1,4,230,21.79,0,0,24.9,5011.7
2022-04-21,1,4,439,19.45,1,0,28.2,8538.55
2022-04-22,1,4,407,18.74,1,0,24.9,7627.18
2022-04-23,1,4,296,23.61,0,0,29.7,6988.56
2022-04-24,1,4,281,23.19,0,0,27.2,6516.39
2022-04-25,1,4,243,21.45,0,0,24.1,5212.35
2022-04-26,1,4,436,18.78,1,0,29.4,8188.08
2022-04-27,1,4,263,22.77,0,0,29.1,5988.51
2022-04-28,1,4,237,23.62,0,0,27.5,5597.94
2022-04-29,1,4,210,22.78,0,0,25.4,4783.8
2022-04-30,1,4,406,19.49,1,0,32.1,7912.94
2022-05-01,1,4,510,20.02,1,0,28.7,10210.2
2022-05-02,1,4,240,23.5,0,0,32.2,5640.0
2022-05-03,1,4,232,21.8,0,0,25.9,5057.6
2022-05-04,1,4,219,22.19,0,0,25.9,4859.61
2022-05-05,1,4,211,22.66,0,0,26.5,4781.26
2022-05-06,1,4,254,21.59,0,0,28.2,5483.86
2022-05-07,1,4,303,22.57,0,0,26.5,6838.71
2022-05-08,1,4,306,22.01,0,0,26.0,6735.06
2022-05-09,1,4,370,18.77,1,0,28.9,6944.9
2022-05-10,1,4,227,22.29,0,0,27.5,5059.83
2022-05-11,1,4,436,19.58,1,0,29.6,8536.88
2022-05-12,1,4,405,19.08,1,0,28.6,7727.4
2022-05-13,1,4,392,18.96,1,0,26.3,7432.32
2022-05-14,1,4,239,21.9,0,0,24.7,5234.1
2022-05-15,1,4,553,19.12,1,0,25.1,10573.36
2022-05-16,1,4,229,23.54,0,0,25.5,5390.66
2022-05-17,1,4,239,21.52,0,0,24.6,5143.28
2022-05-18,1,4,440,19.29,1,0,25.9,8487.6
2022-05-19,1,4,259,23.23,0,0,25.0,6016.57
2022-05-20,1,4,278,19.46,1,0,29.5,5409.88
2022-05-21,1,4,311,21.62,0,0,27.0,6723.82
2022-05-22,1,4,284,21.47,0,0,27.7,6097.48
2022-05-23,1,4,230,22.58,0,0,27.9,5193.4
2022-05-24,1,4,202,22.39,0,0,26.0,4522.78
2022-05-25,1,4,207,23.22,0,0,29.0,4806.54
2022-05-26,1,4,195,21.48,0,0,29.3,4188.6
2022-05-27,1,4,216,23.55,0,0,27.6,5086.8
2022-05-28,1,4,257,22.38,0,0,23.0,5751.66
2022-05-29,1,4,300,22.12,0,0,26.5,6636.0
2022-05-30,1,4,194,22.2,0,0,25.2,4306.8
2022-05-31,1,4,314,23.6,0,1,26.3,7410.4
2022-06-01,1,4,195,23.0,0,0,22.9,4485.0
2022-06-02,1,4,213,22.33,0,0,23.3,4756.29
2022-06-03,1,4,235,22.49,0,0,26.7,5285.15
2022-06-04,1,4,277,21.94,0,0,21.0,6077.38
2022-06-05,1,4,407,19.46,1,0,25.6,7920.22
2022-06-06,1,4,203,23.18,0,0,25.2,4705.54
2022-06-07,1,4,201,23.27,0,0,26.8,4677.27
2022-06-08,1,4,213,21.61,0,0,26.3,4602.93
2022-06-09,1,4,300,18.86,1,0,23.9,5658.0
2022-06-10,1,4,212,21.82,0,0,26.7,4625.84
2022-06-11,1,4,387,18.81,1,0,21.7,7279.47
2022-06-12,1,4,237,21.42,0,0,22.8,5076.54
2022-06-13,1,4,201,22.38,0,0,26.8,4498.38
2022-06-14,1,4,203,22.86,0,0,24.7,4640.58
2022-06-15,1,4,288,18.5,1,0,24.3,5328.0
2022-06-16,1,4,296,19.39,1,0,22.0,5739.44
2022-06-17,1,4,210,22.96,0,0,23.1,4821.6
2022-06-18,1,4,242,22.53,0,0,19.9,5452.26
2022-06-19,1,4,231,21.42,0,0,22.0,4948.02
2022-06-20,1,4,210,21.76,0,0,24.0,4569.6
2022-06-21,1,4,193,23.0,0,0,20.6,4439.0
2022-06-22,1,4,189,22.05,0,0,19.6,4167.45
2022-06-23,1,4,177,21.82,0,0,21.1,3862.14
2022-06-24,1,4,198,23.42,0,0,23.8,4637.16
2022-06-25,1,4,227,21.7,0,0,22.0,4925.9
2022-06-26,1,4,203,23.61,0,0,25.2,4792.83
2022-06-27,1,4,181,21.94,0,0,21.1,3971.14
2022-06-28,1,4,179,22.98,0,0,19.6,4113.42
2022-06-29,1,4,172,22.83,0,0,18.5,3926.76
2022-06-30,1,4,166,23.62,0,0,21.0,3920.92
2022-07-01,1,4,188,21.61,0,0,20.8,4062.68
2022-07-02,1,4,240,22.72,0,0,22.5,5452.8
2022-07-03,1,4,209,23.6,0,0,19.6,4932.4
2022-07-04,1,4,258,22.72,0,1,18.4,5861.76
2022-07-05,1,4,171,22.24,0,0,18.9,3803.04
2022-07-06,1,4,221,19.71,1,0,22.8,4355.91
2022-07-07,1,4,190,22.21,0,0,21.2,4219.9
2022-07-08,1,4,155,22.6,0,0,20.2,3503.0
2022-07-09,1,4,381,20.11,1,0,17.2,7661.91
2022-07-10,1,4,247,22.87,0,0,16.0,5648.89
2022-07-11,1,4,165,23.67,0,0,19.2,3905.55
2022-07-12,1,4,163,23.29,0,0,16.3,3796.27
2022-07-13,1,4,168,23.34,0,0,20.0,3921.12
2022-07-14,1,4,164,21.59,0,0,16.8,3540.76
2022-07-15,1,4,179,22.03,0,0,20.3,3943.37
2022-07-16,1,4,202,22.16,0,0,18.8,4476.32
2022-07-17,1,4,221,22.42,0,0,19.2,4954.82
2022-07-18,1,4,167,23.58,0,0,18.9,3937.86
2022-07-19,1,4,167,22.37,0,0,17.5,3735.79
2022-07-20,1,4,146,22.25,0,0,15.3,3248.5
2022-07-21,1,4,166,23.29,0,0,16.1,3866.14
2022-07-22,1,4,206,19.07,1,0,20.8,3928.42
2022-07-23,1,4,182,21.58,0,0,19.3,3927.56
2022-07-24,1,4,243,19.54,1,0,15.2,4748.22
2022-07-25,1,4,158,22.62,0,0,15.7,3573.96
2022-07-26,1,4,261,18.68,1,0,13.4,4875.48
2022-07-27,1,4,162,23.55,0,0,17.3,3815.1
2022-07-28,1,4,159,22.33,0,0,18.1,3550.47
2022-07-29,1,4,144,22.11,0,0,19.2,3183.84
2022-07-30,1,4,190,21.76,0,0,16.9,4134.4
2022-07-31,1,4,193,23.31,0,0,16.0,4498.83
2022-08-01,1,4,139,21.47,0,0,13.9,2984.33
2022-08-02,1,4,129,23.51,0,0,14.2,3032.79
2022-08-03,1,4,154,21.48,0,0,14.0,3307.92
2022-08-04,1,4,157,23.41,0,0,13.4,3675.37
2022-08-05,1,4,137,21.48,0,0,12.9,2942.76
2022-08-06,1,4,191,22.34,0,0,17.0,4266.94
2022-08-07,1,4,209,21.8,0,0,14.7,4556.2
2022-08-08,1,4,153,21.86,0,0,10.5,3344.58
2022-08-09,1,4,128,21.62,0,0,11.5,2767.36
2022-08-10,1,4,156,21.93,0,0,15.5,3421.08
2022-08-11,1,4,166,22.44,0,0,11.0,3725.04
2022-08-12,1,4,138,23.46,0,0,9.3,3237.48
2022-08-13,1,4,155,22.82,0,0,11.7,3537.1
2022-08-14,1,4,174,19.74,1,0,11.9,3434.76
2022-08-15,1,4,142,21.59,0,0,13.1,3065.78
2022-08-16,1,4,221,19.52,1,0,13.8,4313.92
2022-08-17,1,4,127,23.49,0,0,8.7,2983.23
2022-08-18,1,4,128,21.48,0,0,11.9,2749.44
2022-08-19,1,4,125,23.55,0,0,12.3,2943.75
2022-08-20,1,4,159,23.64,0,0,11.6,3758.76
2022-08-21,1,4,153,22.68,0,0,10.7,3470.04
2022-08-22,1,4,123,21.97,0,0,10.0,2702.31
2022-08-23,1,4,151,22.69,0,0,9.5,3426.19
2022-08-24,1,4,118,22.85,0,0,10.3,2696.3
2022-08-25,1,4,131,21.88,0,0,10.1,2866.28
2022-08-26,1,4,135,22.91,0,0,8.8,3092.85
2022-08-27,1,4,169,21.95,0,0,9.5,3709.55
2022-08-28,1,4,144,22.39,0,0,10.9,3224.16
2022-08-29,1,4,129,21.96,0,0,10.4,2832.84
2022-08-30,1,4,115,21.83,0,0,10.7,2510.45
2022-08-31,1,4,149,23.31,0,0,6.4,3473.19
2022-09-01,1,4,236,19.89,1,0,6.4,4694.04
2022-09-02,1,4,192,19.23,1,0,10.0,3692.16
2022-09-03,1,4,172,21.8,0,0,6.1,3749.6
2022-09-04,1,4,171,21.81,0,0,8.8,3729.51
2022-09-05,1,4,108,23.27,0,0,7.2,2513.16
2022-09-06,1,4,292,18.29,1,1,10.0,5340.68
2022-09-07,1,4,117,21.81,0,0,9.1,2551.77
2022-09-08,1,4,102,23.65,0,0,8.0,2412.3
2022-09-09,1,4,118,21.7,0,0,7.8,2560.6
2022-09-10,1,4,143,21.53,0,0,4.2,3078.79
2022-09-11,1,4,148,22.48,0,0,11.1,3327.04
2022-09-12,1,4,111,22.57,0,0,5.4,2505.27
2022-09-13,1,4,123,22.02,0,0,6.6,2708.46
2022-09-14,1,4,127,21.77,0,0,5.7,2764.79
2022-09-15,1,4,120,21.84,0,0,9.0,2620.8
2022-09-16,1,4,127,23.39,0,0,6.3,2970.53
2022-09-17,1,4,124,23.58,0,0,6.7,2923.92
2022-09-18,1,4,148,23.44,0,0,3.4,3469.12
2022-09-19,1,4,213,18.99,1,0,4.2,4044.87
2022-09-20,1,4,115,21.87,0,0,10.9,2515.05
2022-09-21,1,4,109,22.73,0,0,5.4,2477.57
2022-09-22,1,4,132,22.0,0,0,9.3,2904.0
2022-09-23,1,4,123,23.1,0,0,7.8,2841.3
2022-09-24,1,4,259,18.39,1,0,4.9,4763.01
2022-09-25,1,4,159,21.44,0,0,8.6,3408.96
2022-09-26,1,4,173,20.12,1,0,6.3,3480.76
2022-09-27,1,4,177,19.91,1,0,0.6,3524.07
2022-09-28,1,4,119,22.18,0,0,4.6,2639.42
2022-09-29,1,4,135,22.12,0,0,5.4,2986.2
2022-09-30,1,4,113,21.5,0,0,4.2,2429.5
2022-10-01,1,4,152,22.04,0,0,6.3,3350.08
2022-10-02,1,4,147,22.88,0,0,4.9,3363.36
2022-10-03,1,4,122,22.09,0,0,3.7,2694.98
2022-10-04,1,4,105,22.16,0,0,7.8,2326.8
2022-10-05,1,4,170,18.59,1,0,-0.2,3160.3
2022-10-06,1,4,133,23.32,0,0,3.4,3101.56
2022-10-07,1,4,106,21.58,0,0,3.3,2287.48
2022-10-08,1,4,127,22.65,0,0,1.3,2876.55
2022-10-09,1,4,144,23.26,0,0,2.7,3349.44
2022-10-10,1,4,115,22.1,0,0,4.5,2541.5
2022-10-11,1,4,128,21.76,0,0,3.8,2785.28
2022-10-12,1,4,129,22.61,0,0,2.5,2916.69
2022-10-13,1,4,131,22.4,0,0,3.7,2934.4
2022-10-14,1,4,128,22.79,0,0,2.4,2917.12
2022-10-15,1,4,151,22.15,0,0,7.5,3344.65
2022-10-16,1,4,235,19.8,1,0,2.3,4653.0
2022-10-17,1,4,105,22.45,0,0,2.0,2357.25
2022-10-18,1,4,121,22.08,0,0,2.5,2671.68
2022-10-19,1,4,130,21.85,0,0,2.7,2840.5
2022-10-20,1,4,138,21.7,0,0,2.7,2994.6
2022-10-21,1,4,102,21.88,0,0,2.4,2231.76
2022-10-22,1,4,272,19.91,1,0,3.4,5415.52
2022-10-23,1,4,155,23.44,0,0,2.6,3633.2
2022-10-24,1,4,182,19.53,1,0,5.5,3554.46
2022-10-25,1,4,127,22.27,0,0,2.2,2828.29
2022-10-26,1,4,111,22.57,0,0,2.8,2505.27
2022-10-27,1,4,138,23.09,0,0,4.7,3186.42
2022-10-28,1,4,133,22.69,0,0,5.5,3017.77
2022-10-29,1,4,170,22.81,0,0,5.6,3877.7
2022-10-30,1,4,158,22.45,0,0,2.2,3547.1
2022-10-31,1,4,123,21.66,0,0,3.1,2664.18
2022-11-01,1,4,204,23.64,0,0,3.1,4822.56
2022-11-02,1,4,209,21.71,0,0,7.5,4537.39
2022-11-03,1,4,215,22.05,0,0,4.5,4740.75
2022-11-04,1,4,167,22.04,0,0,2.7,3680.68
2022-11-05,1,4,250,21.69,0,0,-0.6,5422.5
2022-11-06,1,4,264,22.51,0,0,1.9,5942.64
2022-11-07,1,4,200,23.25,0,0,5.2,4650.0
2022-11-08,1,4,203,21.86,0,0,0.3,4437.58
2022-11-09,1,4,258,18.5,1,0,5.2,4773.0
2022-11-10,1,4,219,21.79,0,0,4.4,4772.01
2022-11-11,1,4,200,21.66,0,0,-1.4,4332.0
2022-11-12,1,4,234,23.43,0,0,2.7,5482.62
2022-11-13,1,4,239,22.5,0,0,5.1,5377.5
2022-11-14,1,4,237,22.82,0,0,4.0,5408.34
2022-11-15,1,4,187,21.61,0,0,6.0,4041.07
2022-11-16,1,4,213,21.45,0,0,3.4,4568.85
2022-11-17,1,4,221,22.56,0,0,1.1,4985.76
2022-11-18,1,4,206,22.57,0,0,3.3,4649.42
2022-11-19,1,4,402,19.55,1,0,4.4,7859.1
2022-11-20,1,4,291,21.53,0,0,5.1,6265.23
2022-11-21,1,4,213,23.17,0,0,6.7,4935.21
2022-11-22,1,4,317,18.26,1,0,2.2,5788.42
2022-11-23,1,4,206,22.55,0,0,4.2,4645.3
2022-11-24,1,4,209,21.92,0,0,4.2,4581.28
2022-11-25,1,4,314,21.82,0,1,5.3,6851.48
2022-11-26,1,4,380,21.95,0,1,4.1,8341.0
2022-11-27,1,4,372,20.04,1,0,3.4,7454.88
2022-11-28,1,4,433,18.86,1,0,7.5,8166.38
2022-11-29,1,4,206,23.27,0,0,4.3,4793.62
2022-11-30,1,4,201,23.17,0,0,5.4,4657.17
2022-12-01,1,4,215,22.91,0,0,4.8,4925.65
2022-12-02,1,4,220,22.64,0,0,10.3,4980.8
2022-12-03,1,4,360,18.24,1,0,5.1,6566.4
2022-12-04,1,4,294,23.63,0,0,7.1,6947.22
2022-12-05,1,4,236,22.39,0,0,2.9,5284.04
2022-12-06,1,4,220,22.86,0,0,2.8,5029.2
2022-12-07,1,4,249,23.3,0,0,4.2,5801.7
2022-12-08,1,4,236,23.25,0,0,9.9,5487.0
2022-12-09,1,4,411,18.6,1,0,5.6,7644.6
2022-12-10,1,4,274,23.63,0,0,8.3,6474.62
2022-12-11,1,4,300,21.67,0,0,2.5,6501.0
2022-12-12,1,4,274,22.61,0,0,3.8,6195.14
2022-12-13,1,4,256,22.25,0,0,6.5,5696.0
2022-12-14,1,4,207,22.29,0,0,6.0,4614.03
2022-12-15,1,4,233,22.79,0,0,3.6,5310.07
2022-12-16,1,4,248,23.21,0,0,8.3,5756.08
2022-12-17,1,4,300,23.05,0,0,6.0,6915.0
2022-12-18,1,4,315,21.75,0,0,1.7,6851.25
2022-12-19,1,4,234,21.86,0,0,6.2,5115.24
2022-12-20,1,4,244,21.59,0,0,4.2,5267.96
2022-12-21,1,4,208,22.38,0,0,5.3,4655.04
2022-12-22,1,4,255,22.63,0,0,6.7,5770.65
2022-12-23,1,4,227,22.64,0,0,11.3,5139.28
2022-12-24,1,4,453,22.04,0,1,7.8,9984.12
2022-12-25,1,4,515,22.89,0,1,8.2,11788.35
2022-12-26,1,4,261,22.39,0,0,6.5,5843.79
2022-12-27,1,4,253,23.25,0,0,11.7,5882.25
2022-12-28,1,4,261,22.53,0,0,9.0,5880.33
2022-12-29,1,4,249,23.59,0,0,6.1,5873.91
2022-12-30,1,4,278,22.87,0,0,8.7,6357.86
2022-12-31,1,4,303,22.73,0,0,6.3,6887.19
2023-01-01,1,4,353,22.67,0,1,6.9,8002.51
2023-01-02,1,4,202,22.94,0,0,8.1,4633.88
2023-01-03,1,4,188,22.6,0,0,10.3,4248.8
2023-01-04,1,4,191,23.13,0,0,11.5,4417.83
2023-01-05,1,4,395,18.45,1,0,10.5,7287.75
2023-01-06,1,4,195,23.66,0,0,9.0,4613.7
2023-01-07,1,4,242,22.52,0,0,9.9,5449.84
